sourceID	source	source_desc	change_date	changer	link_note	links
AZ595	Family recollections. Captainbrown.net.	Family recollections. Captainbrown.net.	2025-01-15	dtc		https://captainbrown.net/
AZ597	Moss, Barbara.	Moss, Barbara. Personal communication of results of reading log KWM 848, Ship Lady Adams which spoke Ship Rachel in 1804.	2019-01-05			
AZ598	Barney. Record of Vital Information for Nantucket	Barney, Eliza Starbuck. Record of Vital Information for Nantucket. Nantucket Historical Society Research Library & Archives, www.nha.org.	2019-01-05			https://nha.org/research/research-tools/barney-genealogical-record/
AZ599	Ten Pound Island Book Company. Catalog 235	Catalog 235. Gloucester, MA: Ten Pound Island Book Company, 2016.	2019-01-05			
AZ600	Ten Pound Island Book Company. Catalog 238	Catalog 238. Gloucester, MA: Ten Pound Island Book Company, 2016.	2019-01-05			
AZ601	Stackpole. Manuscripts Collection 335, folder 952. Whaling Captains co-cr	Stackpole, Edouard A. Manuscripts Collection 335, folder 952. Whaling Captains co-cr. Nantucket, MA: Nantucket Historical Association Research Library.	2019-01-05			
AZ602	Gardner. Manuscripts Collection Scrapbook 53. Whaling Captains and Whalemen A-G	Gardner, Grace Brown. Manuscripts Collection Scrapbook 53. Whaling Captains and Whalemen A-G. Nantucket, MA: Nantucket Historical Association Research Library.	2019-01-05			
AZ603	Sanford. Manuscript ledger Box 10, folder 7 Nantucket Atheneum	Sanford, Frederick Coleman. Manuscript ledger Box 10, folder 7 and typed transcription of that ledger. Nantucket, MA: Nantucket Atheneum.	2019-01-05			
AZ604	Gardner. Manuscripts Collection Scrapbook 54. Whaling Captains and Whalemen H-Z	Gardner, Grace Brown. Manuscripts Collection Scrapbook 54. Whaling Captains and Whalemen H-Z. Nantucket, MA: Nantucket Historical Association Research Library.	2019-01-05			
AZ605	Stackpole. Manuscripts Collection 335, folder 495	Stackpole, Edouard A. Manuscripts Collection 335, folder 495. Nantucket, MA: Nantucket Historical Association Research Library.	2019-01-05			
AZ606	duPasquier. Les Baleiniers Francais de Louis XVI a Napoleon	duPasquier, J. Thierry. Les Baleiniers Francais de Louis XVI a Napoleon. Paris: Henri Veyrier, 1990.	2019-01-05			
AZ607	duPasquier. Les Baleiniers francais au XIX Siecle (1814 - 1868)	duPasquier, J. Thierry. Les Baleiniers francais au XIX Siecle (1814 - 1868). Grenoble: Terre et Mer, 4 Seigneurs, 1982.	2019-01-05			
AZ608	Wilbur. Journal, Bark Seine 1866-1875	Wilbur, Charles. Journal, Bark Seine 1866-1875. EBay.com, downloaded September 19, 2016.	2021-08-31			
AZ609	The Whale Fishery. Nantucket Weekly Mirror	The Whale Fishery. Nantucket Weekly Mirror, April 16, 1859. Nantucket, MA: Nantucket Atheneum. nantucketatheneum.org.	2021-08-31			
AZ610	The Nantucket Whale Fishermen	The Nantucket Whale Fishermen. Nantucket Inquirer and Mirror, August 11, 1852. Nantucket, MA: Nantucket Atheneum. nantucketatheneum.org.	2021-08-31			
AZ611	Logbook Ship Coral, voyage of 1854-18	Logbook Ship Coral, voyage of 1854-18. Auction Catalog. Fairfield, ME: James D. Julia, Inc. February 3, 2012.	2019-01-05			
AZ612	Stackpole. Manuscripts Collection 335, folder 993	Stackpole, Edouard A. Manuscripts Collection 335, folder 993. Nantucket, MA: Nantucket Historical Association Research Library.	2019-01-05			
AZ613	Stackpole. Manuscripts Collection 335, folder 976	Stackpole, Edouard A. Manuscripts Collection 335, folder 976. Nantucket, MA: Nantucket Historical Association Research Library.	2019-01-05			
AZ614	Tripp. There Goes Flukes	Tripp, William H. There Goes Flukes. New Bedford, MA: Reynolds Printing, 1938.	2019-01-05			
AZ615	Martin. Around the World in Search of Whales	Martin, Kenneth R. Around the World in Search of Whales: A Journal of the Lucy Ann Voyage, 1841-1844. New Bedford, MA: New Bedford Whaling Museum, 2016.	2019-01-05			
AZ616	Long Island Genealogy	longislandgenealogy.com	2025-01-16	dtc		https://longislandgenealogy.com/
AZ617	Chatwin, Dale	Chatwin, Dale. Personal communication. Updated list: Nantucket Whalemen Count, 4 March 2017.	2019-01-05			
AZ618	Ten Pound Island Book Company. Catalog 247	Catalog 247. Gloucester, MA: Ten Pound Island Book Company, 2017.	2019-01-05			
AZ619	Combined Crew List for New Bedford, 1840 to 1927	Combined Crew List for New Bedford, 1840 to 1927, New Bedford Whaling Museum and New Bedford Free Public Library, 2017.	2019-01-05			
AZ620	Familysearch.org.	Familysearch.org.	2025-01-16	dtc		https://www.familysearch.org
AZ621	Robert C. Eldred & Co. Auction Catalog	Auction Catalog. East Dennis, MA: Robert C. Eldred & Co., Inc., July 20, 2017.	2019-01-05			
AZ622	Crew lists of the ports of Salem and New London	Crew lists of the ports of Salem and New London. nmdl.org.	2019-01-05		New London; Salem	https://research.mysticseaport.org/databases/crew-lists-new-london/; https://research.mysticseaport.org/databases/crew-lists-salem/
AZ623	New Bedford Whaling Museum. Annual Report, 2016	Annual Report, 2016. New Bedford, MA: New Bedford Whaling Museum, 2017.	2019-01-05			
AZ624	Johnson. Bad Guys Make Good	Johnson, Don. Bad Guys Make Good. Maine Antiques Digest, June, 2017 p. 14-B.	2019-01-05			
AZ625	Whitesauctions.com. Auction Catalog	Auction Catalog. Whitesauctions.com for sale July 16, 2017.	2019-01-05			
AZ626	Congdon material relating to Paul Cuffe	Microfilm, J. Congdon material relating to Paul Cuffe. New Bedford Free Public Library, New Bedford, MA.	2019-01-05			
AZ627	Whalemen’s Shipping List and Merchants’ Transcript. December 7, 1847	Whalemen’s Shipping List and Merchants’ Transcript. New Bedford, MA. December 7, 1847 as read on nmdl.org.	2019-01-05			http://images.mysticseaport.org/images/wsl/18471207.pdf
AZ628	Whalemen’s Shipping List and Merchants’ Transcript. January 28, 1847	Whalemen’s Shipping List and Merchants’ Transcript. New Bedford, MA. January 28, 1847 as read on nmdl.org.	2019-01-05			http://images.mysticseaport.org/images/wsl/18470126.pdf
AZ629	Whalemen’s Shipping List and Merchants’ Transcript. June 8, 1847	Whalemen’s Shipping List and Merchants’ Transcript. New Bedford, MA. June 8, 1847 as read on nmdl.org.	2019-01-05			http://images.mysticseaport.org/images/wsl/18470608.pdf
AZ630	Homan. Journal of the Bark Hunter, 1878-1879	Homan, Benjamin Franklin. Journal of the Bark Hunter, 1878-1879. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ631	Bartlett. Journal of the Ship Syren, 1878-1878	Bartlett, Gideon N. Journal of the Ship Syren, 1878-1878. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ632	Cory Family Papers. Mss 80	Cory Family Papers. Mss 80. New Bedford Whaling Museum Research Library, New Bedford, MA.	2019-01-05			
AZ633	Gifford, Richard	Gifford, Richard. Personal communication. 'Some Cuffe and Wainer Family Connections.' Handout at the Cuffe Bicentennial Symposium, 2017.	2021-08-31			
AZ634	Westport Burial Records (Interred)	Westport Burial Records (Interred). westport.loreprojects.com.	2019-01-05			
AZ635	Smith. Journal,  on the ship Minerva Smyth, 1820-1823	Smith, Tisdale. Journal, closing months of a whaling voyage on the ship Minerva Smyth, 1820-1823. catalog.swanngalleries.com. Sale Sept 28, 2017.	2019-01-05			
AZ636	Taber. Journal, whaling voyage on the ship Good Return II, voyage of 1839-1841	Taber, John Smith. Journal, whaling voyage on the ship Good Return II, voyage of 1839-1841. catalog.swanngalleries.com. Sale Sept 28, 2017.	2019-01-05			
AZ637	Journal, whaling voyage on the ship Helvetia, 1837-1839	[Chase, Obed G. ?]. Journal, whaling voyage on the ship Helvetia, 1837-1839. catalog.swanngalleries.com. Sale Oct 10, 2013.	2019-01-05			
AZ638	New Bedford Whaling Museum, List of logbooks received	Procknik, Mark. Personal communication: List of logbooks received at New Bedford Whaling Museum Library since 2001. Received February 7, 2018.	2019-01-05			
AZ639	Zane. Whalers out of Mystic	Zane, Thomas L. ed. Whalers out of Mystic.  Collections and Research Information Bulletin 69-3. MYSTIC, CT; Mystic Seaport, 2000.	2019-01-05			https://research.mysticseaport.org/info/ib69-3/
AZ640	Famine, Friends & Fenians	Famine, Friends & Fenians.  New Bedford, MA: Old Dartmouth Historical Society/New Bedford Whaling Museum, 2016.	2019-01-05			
AZ641	whalinghistory.org	whalinghistory.org	2019-01-05			whalinghistory.org
AZ642	Journals of Good Return II, Marcella, Charles Frederick	Journals of Good Return II, Marcella, Charles Frederick.  Heritage Auctions.  historical.ha.com.  12 April 2018.	2019-01-05			
AZ643	Nickerson.  Journal of a Whaling Voyage on Board Ship Wabash from New London	Nickerson, Thomas G. Journal of a Whaling Voyage on Board Ship Wabash from New London Toward the South Atlantic Ocean, Luther Fuller, Master. Catalog, Rafael Osona Auction, Nantucket, MA. August 4, 2018.	2021-08-31			
AZ644	Logbook, Alliance of Nantucket, voyage of 1806	Logbook, Alliance of Nantucket, voyage of 1806.  Chace, Charlie, personal communication.	2019-01-05			
AZ645	Schwartz, Barbara	Schwartz, Barbara.  Sag Harbor Historical Society.  Personal communication.	2019-01-05			
AZ646	Cape Cod National Seashore, Edward Penniman House	Cape Cod National Seashore, Edward Penniman House.	2021-08-31			
AZ647	Rubin, Jeff	Rubin, Jeff.  Personal communication.	2019-01-05			
AZ648	Howland.  Howland Family	Howland, Franklyn. A brief genealogical and biographical history of Arthur, Henry, and John Howland, and their descendants of the United States and Canada : together with an account of the efforts made in England to learn of their English ancestry, etc. New Bedford, Mass. : F. Howland, 1885.	2021-08-31			
AZ649	Chilmark Vital Records to 1850.  Births, Marriages	Chilmark Vital Records to 1850.  Births, Marriages.  Boston, Mass: New England Historical and Genealogical Society at the charge of the Eddy town-record fund, internet.	2019-01-05			
AZ650	Marion Antique Auctions. Auction Catalog	Auction Catalog.  Marion, MA: Marion Antique Auctions. November 24, 2018.	2019-01-05			
AZ651	Staelin, Katharine	Staelin, Katharine. Personal communication.	2019-01-05			
AZ652	Rotch.  Account book A-51	Rotch, William, Jr.  Account book A-51.  Research Library, New Bedford Whaling Museum.	2019-01-05			
AZ653	Trider. History of Dartmouth /District Families and Halifax Harbour, 1800-1850. Volume II	Trider, Douglas William. History of Dartmouth /District Families and Halifax Harbour, 1800-1850. Volume II.  Dartmouth, Nova Scotia: by the author, 2001.	2019-01-05			
AZ654	Trider. The History of the Dartmouth Quakers	Trider, Douglas William. The History of the Dartmouth Quakers.  Hantsport, Nova Scotia: Lancelot Press Limited, 1985.	2019-01-05			
AZ655	Garth’s Auctioneers and Appraisers. Auction catalog	Auction catalog.  Delaware, OH: Garth’s Auctioneers and Appraisers. September 14, 2018.	2019-01-05			
AZ656	Ten Pound Island Book Company. Catalog 260	Catalog 260.  Gloucester, MA: Ten Pound Island Book Company, 2018.	2019-01-05			
AZ657	MacKinlay.  Atlantic Culture In The Pacific World	MacKinlay, Hillary.  Atlantic Culture In The Pacific World: Maritime Whaling Voyages, 1827-1848.  Master of Arts thesis, Dalhousie University, 2016.	2019-01-05			
AZ658	Keyes.  The Quaker House in Dartmouth	Keyes, Gene.  The Quaker House in Dartmouth.  Halifax, NS: For the Dartmouth [Nova Scotia] Museum Society, 1989.	2019-01-05			
AZ659	Nova Scotia Archives, Dalhousie University	Nova Scotia Archives, Dalhousie University, Halifax, Nova Scotia.	2019-01-05			
AZ660	Richards.  Canadian Whaling in the Pacific Ocean 1834-1850	Richards, Rhys. 'Canadian Whaling in the Pacific Ocean 1834-1850.' Argonauta. The Newsletter of Canadian Nautical Research Society. Vol. XX. No. 3, July 2003 pp 20-24.	2021-08-31			https://www.cnrs-scrn.org/argonauta/index_e.html
AZ661	Richards.  Canadian Whaling in the Pacific: Part II	Richards, Rhys. 'Canadian Whaling in the Pacific: Part II' Argonauta. The Newsletter of the Canadian Nautical Research Society. Vol. XXV No. 1, January 2008, pp. 10-12.	2021-08-31			https://www.cnrs-scrn.org/argonauta/index_e.html
AZ662	Robert C. Eldred & Co. Auction Catalog	Auction Catalog. East Dennis, MA: Robert C. Eldred & Co., Inc., November 15, 2018.	2019-01-05			
AZ663	Tremewan, Peter	Tremewan, Peter. Personal correspondence re: Translations from Archives Nationales, Paris: Marine CC5 611, now held by the Service historique de la Defense, Marine at Vincennes.	2021-08-31			
AZ664	Tremewan. French Whaling in New Zealand Waters	Tremewan, Peter. French Whaling in New Zealand Waters.  Antipodes, 2000.  6:3-12.	2019-01-05			
AZ665	Whaling Captains Biographical Index	Whaling Captains Biographical Index.  Card File.  New Bedford Whaling Museum Library.	2019-01-05			
AZ666	Ten Pound Island Book Company. Catalog 261	Catalog 261.  Gloucester, MA: Ten Pound Island Book Company, 2018.	2020-03-02			
AZ667	Vital records of Tisbury, Massachusetts	Vital records of Tisbury, Massachusetts: to the year 1850. Boston, Mass.: Pub. by the New England historic genealogical society, at the charge of the Eddy town-record fund, 1910.	2020-03-02			
AZ668	Newcastle [England] Courant.  September 24, 1841.	A Valuable Cargo.   Newcastle [England] Courant.  September 24, 1841.	2020-03-02			
AZ669	Donnelly, Richard	Donnelly, Richard.  Personal communication re: document from Ebay concerning voyage of Commerce from 1801.	2020-03-02			
AZ670	Kirkpatrick, Andrea	Kirkpatrick, Andrea.  Personal communication of information from her forthcoming book A Game of Chance: The Story of British North American South Seas Whaling.	2020-03-02			
AZ671	Ten Pound Island Book Company. Catalog 269	Catalog 269.  Gloucester, MA: Ten Pound Island Book Company, 2019.	2020-03-02			
AZ672	The Bulletin from Johnny Cake Hill, New Bedford, MA	The Bulletin from Johnny Cake Hill, New Bedford, MA: New Bedford Whaling Museum. Summer, 2018.	2020-03-02			
AZ673	Maine Antiques Digest.  March, 2019.	Maine Antiques Digest.  March, 2019.	2020-03-02			
AZ674	Ebay listing March 8, 2019	Ebay listing March 8, 2019.  www.ebay.com. Internet.	2020-03-02			
AZ675	Procknik, Mark	Procknik, Mark.  Librarian, New Bedford Whaling Museum.  Transcriptions of logbooks and journals located at New Bedford Whaling Museum.	2020-03-02			
AZ676	Taber.  Journal	Taber, Alida (ne: Maria R. A. Lehongre, Mrs. George Taber).  Journal of parts of two whaling trips, Brig Magdalene from Honolulu and Bark William Wilson, 1857- 1861.  Swann Galleries, Auction April 16, 2019.	2020-03-02			
AZ677	Chace, Charles R.	Chace, Charles R. Descendant of Captain Charles A. Chace.  Personal communication.	2020-03-02			
AZ678	Ten Pound Island Book Company. Catalog 200	Catalog 200.  Gloucester, MA: Ten Pound Island Book Company.	2020-03-02			
AZ679	Provincetown Advocate November 15, 1945.	Puffs and Pot Shots.  Provincetown Advocate November 15, 1945.	2020-03-02			
AZ680	Connors. Went to the Devil	Connors, Anthony J. Went to the Devil: A Yankee Whaler in the Slave Trade. Amherst, MA: Bright Leaf, an imprint of University of Massachusetts Press, 2019.	2020-03-02			
AZ681	Harrison. Collecting Nantucket	Harrison, Michael R. Collecting Nantucket.  Nantucket, MA: Nantucket Historical Association, 2018.	2020-03-02			
AZ682	Frank. False Whalers	Frank, Stuart M. 'False Whalers: Slavers and Fenian Patriots in Disguise.' Seaport (South Street Seaport quarterly), Winter/Spring 2004.	2021-08-31			
AZ683	Ten Pound Island Book Company. Catalog 272	Catalog. Howland 100/Ten Pound 272. Gloucester, MA: Ten Pound Island Book Company, 2019.	2021-08-31			
AZ684	Robert C. Eldred & Co. Auction Catalog July 2018	Auction Catalog. East Dennis, MA: Robert C. Eldred & Co., Inc., July, 2018 (?).	2021-08-31			
AZ685	The Bulletin from Johnny Cake Hill, New Bedford, MA	Annual Report, 2018. The Bulletin from Johnny Cake Hill, New Bedford, MA: New Bedford Whaling Museum. Summer, 2019.	2020-03-02			
AZ686	Luce. Whaling logbook 1771-1775	Luce, Abisha. Whaling logbook 1771-1775.  Nantucket Historical Association, Nantucket, MA.	2020-03-02			https://archive.org/details/ms220log416
AZ687	Hewes, Mark.	Hewes, Mark.  Descendant of Ansel Nye Stewart (Stuart). Personal communication.	2020-03-02			
AZ688	Ten Pound Island Book Company. Catalog 274	Catalog 274.  Gloucester, MA: Ten Pound Island Book Company.  July 2019.	2020-03-02			
AZ689	Collections Files.  New Bedford Whaling Museum.	Collections Files.  New Bedford Whaling Museum.	2020-03-02			
AZ690	Robert C. Eldred & Co., Inc. Auction Catalog July 25, 2019	Auction Catalog. East Dennis, MA: Robert C. Eldred & Co., Inc., July 25, 2019.	2021-08-31			
AZ691	Rafael Osona Auctions, Inc. Auction Catalog August 3, 2019.	Auction Catalog.  Nantucket, MA: Rafael Osona Auctions, Inc., August 3, 2019.	2020-03-02			
AZ692	Bosworth, Amanda	Bosworth, Amanda.  Personal Communication.	2020-03-02			
AZ693	Nantucket Historical Association. Annual Report, 2018	Annual Report, 2018.  Nantucket, MA: Nantucket Historical Association, Summer, 2019, with added information from Allison Thompson, Archives Intern.	2020-03-02			
AZ694	Wall, Helen	Wall, Helen. Personal communication. Descendant of Mrs. Asa Bullard Casper.	2021-08-31			
AZ695	LT Auctions	LT Auctions. Lawrence B. Trueman, St. George, Me. Journal offered to New Bedford Whaling Museum August 2019.	2021-08-31			
AZ696	Ten Pound Island Book Company. Catalog 277	Catalog 277.  Gloucester, MA: Ten Pound Island Book Company.  October 2019.	2020-03-02			
AZ697	Ten Pound Island Book Company. Catalog 232	Catalog 232.  Gloucester, MA: Ten Pound Island Book Company.  2016.	2020-03-02			
AZ698	Barker, James.  Letterbook	Barker, James.  Letterbook containing correspondence from Nantucket. 1794 -1804.  Privately owned.	2020-03-02			
AZ699	Josephine, 1905 voyage.  Crew List	Josephine, 1905 voyage. Crew List. Ebay. November 22, 2019.	2021-08-31			
AZ700	Agenora, 1817 voyage.  Shipping paper	Agenora, 1817 voyage.  Shipping paper.  New Bedford Whaling Museum 2019.82.	2020-03-02			
AZ701	Donnelly, Richard	Donnelly, Richard.  reporting on sale of a journal kept by Native American Samuel Mingo of Martha’s Vineyard on Andrew Hicks and California, 1879 - 1883.  Buyer unknown.  Read’Em Again Books #9352.	2020-03-02			
AZ702	Honolulu Entries & Clearances, January 1855-January 1865.	HSA, Series 104, Vol 3, Records of the Honolulu Harbormaster, Register of Entries & Clearances, January 1855-January 1865.	2020-07-14			
AZ703	Honolulu Entries & Clearances, Jan 1868-July 1880	HSA, Series 104, Vol 6, Records of the Honolulu Harbormaster, Register of Entries & Clearances, Honolulu, Jan 1868-July 1880.	2021-08-31			
AZ704	Honolulu Entries & Clearances, January 1850-December 1854.	HSA, Series 104, Vol 2, Records of the Honolulu Harbormaster, Register of Entries & Clearances, January 1850-December 1854.	2020-07-14			
AZ705	The Friend, February 01, 1865	The Friend, 14(02), February 01, 1865, p.16.	2021-08-31			
AZ706	The Friend, December 01, 1865	The Friend, 14(12), December 01, 1865, p.96.	2021-08-31			
AZ707	The Friend, April 01, 1865	The Friend, 14(04), April 01, 1865, p.32.	2021-08-31			
AZ708	Honolulu Entries & Clearances, July 7, 1880-June 1886.	HSA, Series 104, Vol 5, Records of the Honolulu Harbormaster, Register of Entries & Clearances, Honolulu, July 7, 1880-June 1886.	2021-08-31			
AZ709	Honolulu Entries & Clearances, April 9,1880-January 27, 1881.	HSA, Series 104, Folder 1, Records of the Honolulu Harbormaster, Register of Entries & Clearances, April 9,1880-January 27, 1881.	2020-07-14			
AZ710	The Friend, March 01, 1866	The Friend, 17(03), March 01, 1866, p.24.	2020-07-14			
AZ711	The Friend, December 01, 1866	The Friend, 17(12), December 01, 1866, p.112.	2020-07-14			
AZ712	Mifflin. Hawaiian Interisland Vessels and Hawaiian Registered Vessels	Mifflin, Thomas. Hawaiian Interisland Vessels and Hawaiian Registered Vessels. Santa Barbara, California: Seacoast Press, 1982.	2020-07-14			
AZ713	The Friend, May 01, 1865	The Friend, 14(05), May 01, 1865, p.40.	2020-07-14			
AZ714	The Friend, June 01, 1865	The Friend, 14(06), June 01, 1865, p.48.	2020-07-14			
AZ715	The Friend, November 01, 1865	The Friend, 14(11), November 01, 1865, p.88.	2020-07-14			
AZ716	The Friend, May 01, 1866	The Friend, 17(05), May 01, 1866, p.40.	2020-07-14			
AZ717	The Friend, January 01, 1866	The Friend, 17(01), January 01, 1866, p.08.	2020-07-14			
AZ718	The Friend, March 01, 1866	The Friend, 17(03), March 01, 1866, p.24.; The Friend, 17(11), November 01, 1866, p.104.	2021-08-31			
AZ719	The Friend, April 01, 1865	The Friend, 14(04), April 01, 1865, p.32.	2020-07-14			
AZ720	The Friend, January 01, 1868	The Friend, 18(01), January 01, 1868, p. 8.	2020-07-14			
AZ721	The Friend, 18(05), May 01, 1867	The Friend, 18(05), May 01, 1867.	2020-07-14			
AZ722	The Friend, February 01, 1867	The Friend, 18(02), February 01, 1867, p.16.	2020-07-14			
AZ723	The Friend, December 02, 1867	The Friend, 18(12), December 02, 1867, p.112.	2020-07-14			
AZ724	The Friend, November 01, 1867	The Friend, 18(11), November 01, 1867.	2020-07-14			
AZ725	HSA 88.	HSA 88.	2020-07-14			
AZ727	The Friend	The Friend, no page citation. Information from Susan Lebo, Personal communication.	2021-08-31			
AZ728	Thrum. Hawaiian Almanac and Annual for 1877	Thrum, Thomas G. 'Hawaiian Registered Vessels' Hawaiian Almanac and Annual for 1877. Honolulu, by the author, no publication date.	2021-08-31			
AZ729	Thrum. Hawaiian Almanac and Annual for 1880	Thrum, Thomas G. 'Hawaiian Registered Vessels' Hawaiian Almanac and Annual for 1880. Honolulu, by the author, no publication date.	2021-08-31			
AZ730	American Offshore Whaling Crew Lists	American Offshore Whaling Crew Lists, in American Offshore Whaling Voyages: A Database, https://whalinghistory.org/av/crew/, Mystic Seaport Museum, Inc. and New Bedford Whaling Museum.	2021-09-02			https://whalinghistory.org/av/crew/
AZ731	New Bedford Free Public Library. Crew Lists of Whaleships	Crew Lists of Whaleships. Ships R-Z, Miscellaneous years. National Archives and Records Administration, Washington, D. C. New Bedford Free Public Library microfilm reel 177.	2021-08-31			
AZ732	Coffin. Journal of the Brig Betsey, voyage of 1816 - 1818	Coffin, Silvanus. Journal of the Brig Betsey, voyage of 1816 - 1818. Nantucket Historical Association, Nantucket, MA.	2020-07-14			
AZ733	Richards,  Lebo and  Rust.  German Sail Whaling in the Pacific	Richards, Rhys, Susan Lebo and Eric Rust. German Sail Whaling in the Pacific 1837 - 1868. Draft manuscript.	2020-07-14			
AZ734	Rhode Island Society. Ship's Logs Inventory	Rhode Island Society. Ship's Logs Inventory. http://rihs.org/mssinv/MSS828bydate.pdf accessed 22 April, 2020.	2021-08-31			http://rihs.org/mssinv/MSS828bydate.pdf
AZ735	Rubin, Jeff	Rubin, Jeff. Personal correspondence regarding logbooks at the Clements Library, University of Michigan, Ann Arbor, Michigan.	2021-08-31			
AZ736	Baker, Eleanor N.  Journal of her voyage on Northern Light	Baker, Eleanor N. (wife of Captain Michael Baker) Journal of her voyage on Northern Light 1867-1871. Library of Congress, Washington, DC.	2020-07-14			
AZ737	Finley. Whaling Captains of Color	Finley, Skip. Whaling Captains of Color: America’s First Meritocracy. Annapolis, MD: Naval Institute Press, 2020.	2020-07-14			
AZ738	Barker. Manuscript letter to G. Ramsdell, 1796	Barker, James. Manuscript letter to G. Ramsdell dated Nantucket 10 mo 26th 1796 in letterbook owned by Richard Donnelly.	2020-07-14			
AZ739	Finley. Historic Tales of Oak Bluffs	Finley, Skip. Historic Tales of Oak Bluffs. Charleston, SC:The History Press, 2019.	2020-07-14			
AZ740	New Bedford Whaling Museum. List of photocopied logbooks	638. Procknik, Mark. Personal communication: List of photocopied logbooks at New Bedford Whaling Museum. These logbooks are or were held in private collections. Received June 25, 2020.	2021-08-31			
AZ741	Pitman. Log of the Ship Mary, 1843-1845	Pitman, Charles, Jr. Log of the Ship Mary, 1843-1845. https://archive.org/details/ms220log132/page/n152, pp. 152ff. Nantucket Historical Association. Appears to be copying Hussey & Robinson, source 107.	2021-08-31			https://archive.org/details/ms220log132/page/n152
AZ742	Meyer, Andrea	Meyer, Andrea. Librarian, Head of Long Island Collection, East Hampton Library, East Hampton, NY.	2021-08-31			
AZ743	Rogers Memorial Library	Rogers Memorial Library, Southampton, NY. Southampton Library Microfilms. Information relayed by Jeff Rubin, July, 2020.	2021-08-31			
AZ744	Elias, Daniel	Elias, Daniel. Personal communication. Records found at National Archives and Records Administration, Waltham, MA.	2021-08-31			
AZ745	Worth, Henry. Whaling journal	Worth, Henry, Keeper. Log 378, Nantucket Historical Association. Scan found on archives.com.	2021-08-31			https://archive.org/details/ms220log378
AZ746	Kainbacher Books. Auction catalog XVIII 2019	Catalogue XVIII (N.F.) 2019. Baden: Kainbacher Books. www.antiquariat-kainbacher.at as forwarded by Jeff Rubin.	2021-08-31			https://antiquariat-kainbacher.at/assets/kataloge/Katalog_Antiquariat_Kainbacher_XVIII_2019.pdf
AZ747	Shaw. My Life as a Sailor	Shaw, Dayton O. My Life as a Sailor. Typewritten Manuscript, New Hampton, NH, 1938. A recollection of Shaw's whaling voyage on the whaler Helen M. Simmons, apparently the voyage of 1876.	2021-08-31			
AZ748	Donnelly, Richard	Donnelly, Richard reporting on a log for sale at Gettman's Virtual Book and Paper Fair hosted by AntiquarianAuctions.com, 4 December 2020.	2021-08-31			
AZ749	Plourde, Jennifer	Plourde, Jennifer, a descendant of Captain Francis Drew, reporting on the family of Francis Drew.	2021-08-31			
AZ750	Pope, Edward. Sworn record of a suit brought by Daniel Howland, Jr.	Pope, Edward. Justice of the Peace. Sworn record of a suit brought by Daniel Howland, Jr. against Daniel Wait, for money owed. September 1, 1788. New Bedford Whaling Museum Collection.	2021-08-31			
AZ751	Shaw, George	Shaw, George. Mystic Seaport Library volunteer. Personal communication.	2021-08-31			
AZ752	Goodman, Jodi	Goodman, Jodi. Special Collections Librarian, New Bedford Free Public Library. Personal communication regarding logs at NBFPL not in whalinghistory.org.	2021-08-31			
AZ753	Weiss, Dr. Raymond Butler	Weiss, Dr. Raymond Butler, a descendant of Capt. Peter Butler. Personal communication reporting Rhode Island Customs Records as published in the Newport Mercury and the Providence Gazette accessed at GenealogyBank.com.	2021-08-31			
AZ754	Edgartown Vital Records to 1850	Edgartown Vital Records to 1850. Births, Marriages, and Deaths. Boston, Mass: New England Historical and Genealogical Society at the charge of the Eddy town-record fund, internet.	2021-08-31			
AZ755	Van Riper. Too Many Captains: The Gay Head Shipwreck of 1782	Van Riper, A. Bowdoin. Too Many Captains: The Gay Head Shipwreck of 1782. MV Museum Quarterly, vol. 61, NO. 3 (August 2020).	2021-08-31			
AZ756	Bischof, Elizabeth	Bischof, Elizabeth. Executive Director of the Osher Map Library and Smith Center for Cartographic Education at the University of Southern Maine, Portland, ME, Personal communication.	2021-08-31			
AZ757	Caldwell, David	Caldwell, David. Personal communication, confirming identity of replacement master after reading extant logs.	2021-08-31			
AZ758	Newport Mercury and Providence Gazette	Additional records for whaling from Rhode Island found in the Newport Mercury and the Providence Gazette, starting in1763. The full arrival and departure dates recorded are the dates from the Rhode Island Customs House reports as printed in the newspapers and so may be a few days later than the actual arrivals and departures. It is not always clear whether all of these voyages belong to Newport, Providence, or other ports. Accessed on GenealogyBank.com.	2021-08-31			
AZ759	Christies. Auction #12139, July 13, 2021	Christies. London, England. Live Auction # 12139, held on July 13, 2021.	2021-08-31			
AZ760	Nantucket Commercial Gazette	Additional Records for whaling from Nantucket, MA found in Nantucket Commercial Gazette as accessed in GenealogyBank.com.	2021-08-31			
AZ761	Woodward. Austin Herrick, Southampton New York Whaling Captain	Woodward, Eric. 'Austin Herrick, Southampton New York Whaling Captain', blog post accessed at https://www.southamptonhistory.org/post/austin-herrick-southampton-new-york-whaling-captain accessed June 15, 2021.	2021-08-31			https://www.southamptonhistory.org/post/austin-herrick-southampton-new-york-whaling-captain
AZ762	Southampton History Museum	Southampton History Museum website. southamptonhistory.org/post/southampton-s-whaling-captains, accessed June 17, 2021.	2021-08-31			
